srcStateName,srcYear,Type of production of crops,Crop type,Crop Production,Area,Estimate of yield,YearCode,Year
Tripura,2014-15,Non Foodgrains,Oilseeds,7.1,8.9,793,2014,"Financial Year (Apr - Mar), 2014"
Puducherry,2019-20,Foodgrains,Pulses,0.5,1.2,436,2019,"Financial Year (Apr - Mar), 2019"
Goa,2012-13,Foodgrains,Wheat,,,2875,2012,"Financial Year (Apr - Mar), 2012"
Karnataka,2016-17,Foodgrains,Wheat,171,168,2033,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2015-16,Foodgrains,Wheat,25425.2,9645,2636,2015,"Financial Year (Apr - Mar), 2015"
Assam,2014-15,Vegetables,Vegetables,4469.7,289.3,,2014,"Financial Year (Apr - Mar), 2014"
Uttar Pradesh,2017-18,Fruits,Fruits,10539.8,476.6,,2017,"Financial Year (Apr - Mar), 2017"
Madhya Pradesh,2018-19,Foodgrains,Rice,4494.7,2391,1880,2018,"Financial Year (Apr - Mar), 2018"
Uttarakhand,2013-14,Vegetables,Vegetables,1016.8,88.3,,2013,"Financial Year (Apr - Mar), 2013"
Nagaland,2015-16,Non Foodgrains,Raw Jute & Mesta,7.9,4.9,289,2015,"Financial Year (Apr - Mar), 2015"
Himachal Pradesh,2015-16,Foodgrains,Pulses,40.5,26.9,1504,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2017-18,Foodgrains,Coarse Cereals,2385.2,702.2,3397,2017,"Financial Year (Apr - Mar), 2017"
Jharkhand,2016-17,Foodgrains,Wheat,425.2,211.5,4514,2016,"Financial Year (Apr - Mar), 2016"
Jammu and Kashmir,2017-18,Fruits,Fruits,2355.2,327.4,,2017,"Financial Year (Apr - Mar), 2017"
Gujarat,2011-12,Foodgrains,Rice,1790,836,2141,2011,"Financial Year (Apr - Mar), 2011"
West Bengal,2015-16,Non Foodgrains,Raw Jute & Mesta,7776.8,554.1,2526,2015,"Financial Year (Apr - Mar), 2015"
Odisha,2019-20,Non Foodgrains,Oilseeds,99.5,137.2,725,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2015-16,Non Foodgrains,Raw Jute & Mesta,,,,2015,"Financial Year (Apr - Mar), 2015"
Assam,2013-14,Non Foodgrains,Oilseeds,186.3,304.2,613,2013,"Financial Year (Apr - Mar), 2013"
Jharkhand,2019-20,Fruits,Fruits,1183,105.6,,2019,"Financial Year (Apr - Mar), 2019"
Tripura,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Puducherry,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Meghalaya,2017-18,Vegetables,Vegetables,519.7,49.1,,2017,"Financial Year (Apr - Mar), 2017"
Odisha,2015-16,Non Foodgrains,Sugarcane,577.2,9,64415,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2018-19,Non Foodgrains,Sugarcane,20116.3,225.6,89181,2018,"Financial Year (Apr - Mar), 2018"
Gujarat,2018-19,Non Foodgrains,Sugarcane,11326.4,154.8,73182,2018,"Financial Year (Apr - Mar), 2018"
Tamil Nadu,2018-19,Foodgrains,Wheat,,,,2018,"Financial Year (Apr - Mar), 2018"
Rajasthan,2013-14,Foodgrains,Pulses,2490.9,4197.7,593,2013,"Financial Year (Apr - Mar), 2013"
West Bengal,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Arunachal Pradesh,2012-13,Foodgrains,Rice,263,126.1,2086,2012,"Financial Year (Apr - Mar), 2012"
Uttar Pradesh,2018-19,Foodgrains,Rice,15545.3,5748,2704,2018,"Financial Year (Apr - Mar), 2018"
Karnataka,2015-16,Foodgrains,Coarse Cereals,5608.2,3223,1740,2015,"Financial Year (Apr - Mar), 2015"
Goa,2014-15,Non Foodgrains,Oilseeds,4.3,2.3,1899,2014,"Financial Year (Apr - Mar), 2014"
Assam,2018-19,Vegetables,Vegetables,4060.4,324.1,,2018,"Financial Year (Apr - Mar), 2018"
Andhra Pradesh,2011-12,Non Foodgrains,Cotton (Lintt),1367.4,432.7,537,2011,"Financial Year (Apr - Mar), 2011"
Uttar Pradesh,2013-14,Foodgrains,Wheat,29890.9,9839,3038,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2018-19,Foodgrains,Wheat,9.4,5,1877,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2018-19,Non Foodgrains,Raw Jute & Mesta,2.1,1.1,349,2018,"Financial Year (Apr - Mar), 2018"
Jharkhand,2017-18,Non Foodgrains,Oilseeds,297,416.8,713,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2019-20,Foodgrains,Wheat,0.9,0.5,1697,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2011-12,Foodgrains,Wheat,193,225,858,2011,"Financial Year (Apr - Mar), 2011"
Punjab,2014-15,Vegetables,Vegetables,4167.7,208,,2014,"Financial Year (Apr - Mar), 2014"
Nagaland,2016-17,Non Foodgrains,Oilseeds,68.9,65.7,1050,2016,"Financial Year (Apr - Mar), 2016"
Jammu and Kashmir,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
Tripura,2017-18,Non Foodgrains,Raw Jute & Mesta,10,1.1,1642,2017,"Financial Year (Apr - Mar), 2017"
Andhra Pradesh,2018-19,Fruits,Fruits,17614.7,718.9,,2018,"Financial Year (Apr - Mar), 2018"
Telangana,2011-12,Vegetables,Vegetables,,,,2011,"Financial Year (Apr - Mar), 2011"
Himachal Pradesh,2011-12,Non Foodgrains,Cotton (Lintt),,,,2011,"Financial Year (Apr - Mar), 2011"
Telangana,2012-13,Fruits,Fruits,,,,2012,"Financial Year (Apr - Mar), 2012"
Telangana,2013-14,Non Foodgrains,Sugarcane,3376.2,39,86481,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Himachal Pradesh,2013-14,Non Foodgrains,Cotton (Lintt),,,,2013,"Financial Year (Apr - Mar), 2013"
Meghalaya,2017-18,Non Foodgrains,Raw Jute & Mesta,94.8,11.1,1532,2017,"Financial Year (Apr - Mar), 2017"
Karnataka,2018-19,Non Foodgrains,Cotton (Lintt),1400,718,331,2018,"Financial Year (Apr - Mar), 2018"
Gujarat,2013-14,Foodgrains,Wheat,4694,1442,,2013,"Financial Year (Apr - Mar), 2013"
Nagaland,2011-12,Vegetables,Vegetables,222.6,33,,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2015-16,Foodgrains,Wheat,,,,2015,"Financial Year (Apr - Mar), 2015"
Odisha,2019-20,Fruits,Fruits,2348,335.4,,2019,"Financial Year (Apr - Mar), 2019"
Punjab,2017-18,Vegetables,Vegetables,4919.7,244.4,,2017,"Financial Year (Apr - Mar), 2017"
Karnataka,2017-18,Vegetables,Vegetables,8394.2,483.2,,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2019-20,Foodgrains,Pulses,241.3,757.8,318,2019,"Financial Year (Apr - Mar), 2019"
Himachal Pradesh,2017-18,Vegetables,Vegetables,1811.8,89.3,,2017,"Financial Year (Apr - Mar), 2017"
Telangana,2013-14,Foodgrains,Pulses,489.2,563.2,869,2013,"Financial Year (Apr - Mar), 2013"
Uttarakhand,2015-16,Non Foodgrains,Sugarcane,5885.8,96.9,60772,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,2015-16,Vegetables,Vegetables,9452.1,713.4,,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2016-17,Vegetables,Vegetables,14521,841.9,,2016,"Financial Year (Apr - Mar), 2016"
Punjab,2018-19,Foodgrains,Coarse Cereals,421.3,116.9,3604,2018,"Financial Year (Apr - Mar), 2018"
Maharashtra,2014-15,Foodgrains,Coarse Cereals,5004.9,5423,923,2014,"Financial Year (Apr - Mar), 2014"
West Bengal,2018-19,Vegetables,Vegetables,29545.2,1490.4,,2018,"Financial Year (Apr - Mar), 2018"
Delhi,2019-20,Non Foodgrains,Oilseeds,4.5,3.6,1261,2019,"Financial Year (Apr - Mar), 2019"
Manipur,2014-15,Foodgrains,Coarse Cereals,58.8,26.2,2243,2014,"Financial Year (Apr - Mar), 2014"
West Bengal,2017-18,Foodgrains,Wheat,312,117,2667,2017,"Financial Year (Apr - Mar), 2017"
Nagaland,2019-20,Non Foodgrains,Oilseeds,70.8,67.4,1050,2019,"Financial Year (Apr - Mar), 2019"
Jharkhand,2017-18,Fruits,Fruits,1081.7,104.3,,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2012-13,Foodgrains,Wheat,141.3,101.2,1396,2012,"Financial Year (Apr - Mar), 2012"
Mizoram,2018-19,Foodgrains,Pulses,5.9,3.8,1573,2018,"Financial Year (Apr - Mar), 2018"
Arunachal Pradesh,2014-15,Non Foodgrains,Raw Jute & Mesta,,0.3,,2014,"Financial Year (Apr - Mar), 2014"
Jharkhand,2018-19,Foodgrains,Pulses,735.2,742.8,990,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2012-13,Non Foodgrains,Oilseeds,850.7,732.1,1162,2012,"Financial Year (Apr - Mar), 2012"
Assam,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Odisha,2014-15,Non Foodgrains,Oilseeds,141.5,212,667,2014,"Financial Year (Apr - Mar), 2014"
Bihar,2016-17,Foodgrains,Wheat,5110.8,2105.8,2427,2016,"Financial Year (Apr - Mar), 2016"
West Bengal,2017-18,Non Foodgrains,Sugarcane,1437,19.2,75000,2017,"Financial Year (Apr - Mar), 2017"
Madhya Pradesh,2017-18,Foodgrains,Pulses,8111.6,7480,1084,2017,"Financial Year (Apr - Mar), 2017"
Assam,2016-17,Foodgrains,Rice,4727.4,2467.1,1916,2016,"Financial Year (Apr - Mar), 2016"
Telangana,2011-12,Non Foodgrains,Sugarcane,3843.5,45,85410,2011,"Financial Year (Apr - Mar), 2011"
Himachal Pradesh,2016-17,Foodgrains,Pulses,63.3,31.4,2019,2016,"Financial Year (Apr - Mar), 2016"
Meghalaya,2015-16,Foodgrains,Pulses,11.7,8.1,1442,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2011-12,Foodgrains,Rice,2227.3,1662,1340,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2011-12,Non Foodgrains,Raw Jute & Mesta,101.2,18.2,1003,2011,"Financial Year (Apr - Mar), 2011"
Madhya Pradesh,2013-14,Foodgrains,Wheat,12937,5380,2123,2013,"Financial Year (Apr - Mar), 2013"
Tripura,2017-18,Foodgrains,Coarse Cereals,23.6,17.1,1379,2017,"Financial Year (Apr - Mar), 2017"
Haryana,2013-14,Foodgrains,Pulses,125.1,152.6,820,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2019-20,Foodgrains,Wheat,563.4,286,,2019,"Financial Year (Apr - Mar), 2019"
Jharkhand,2019-20,Foodgrains,Wheat,439.4,214.8,4687,2019,"Financial Year (Apr - Mar), 2019"
Telangana,2015-16,Fruits,Fruits,4319.9,331.5,,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2015-16,Foodgrains,Rice,3546.7,2024,1752,2015,"Financial Year (Apr - Mar), 2015"
Assam,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
West Bengal,2012-13,Vegetables,Vegetables,25466.8,1348,,2012,"Financial Year (Apr - Mar), 2012"
Odisha,2015-16,Vegetables,Vegetables,8755.5,652.1,,2015,"Financial Year (Apr - Mar), 2015"
West Bengal,2019-20,Fruits,Fruits,3931,269.5,,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2014-15,Vegetables,Vegetables,492.4,38.6,,2014,"Financial Year (Apr - Mar), 2014"
Chhattisgarh,2016-17,Foodgrains,Coarse Cereals,357.5,222.5,1607,2016,"Financial Year (Apr - Mar), 2016"
Madhya Pradesh,2017-18,Fruits,Fruits,7416.9,354.1,,2017,"Financial Year (Apr - Mar), 2017"
Manipur,2015-16,Foodgrains,Wheat,5.6,2.3,2993,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,2011-12,Vegetables,Vegetables,8778,591,,2011,"Financial Year (Apr - Mar), 2011"
Maharashtra,2017-18,Vegetables,Vegetables,12306.7,726.2,,2017,"Financial Year (Apr - Mar), 2017"
Manipur,2019-20,Foodgrains,Pulses,25.2,27.5,918,2019,"Financial Year (Apr - Mar), 2019"
Tripura,2019-20,Non Foodgrains,Raw Jute & Mesta,5.3,1.1,909,2019,"Financial Year (Apr - Mar), 2019"
Jharkhand,2015-16,Non Foodgrains,Oilseeds,176.5,259.1,681,2015,"Financial Year (Apr - Mar), 2015"
Meghalaya,2015-16,Fruits,Fruits,395.4,36.6,,2015,"Financial Year (Apr - Mar), 2015"
Andhra Pradesh,2014-15,Vegetables,Vegetables,4592.6,242.2,,2014,"Financial Year (Apr - Mar), 2014"
Jammu and Kashmir,2013-14,Foodgrains,Coarse Cereals,551.3,339.1,1626,2013,"Financial Year (Apr - Mar), 2013"
Punjab,2013-14,Foodgrains,Rice,11267,2851,3952,2013,"Financial Year (Apr - Mar), 2013"
Punjab,2011-12,Non Foodgrains,Sugarcane,5653,80,70663,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2018-19,Fruits,Fruits,6567.3,395.6,,2018,"Financial Year (Apr - Mar), 2018"
Meghalaya,2014-15,Fruits,Fruits,377.3,36.3,,2014,"Financial Year (Apr - Mar), 2014"
Karnataka,2012-13,Foodgrains,Coarse Cereals,6061,3527,1718,2012,"Financial Year (Apr - Mar), 2012"
Sikkim,2016-17,Foodgrains,Coarse Cereals,75.9,46.1,1647,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2019-20,Foodgrains,Wheat,33815.5,9853,3432,2019,"Financial Year (Apr - Mar), 2019"
Telangana,2012-13,Vegetables,Vegetables,,,,2012,"Financial Year (Apr - Mar), 2012"
Jharkhand,2012-13,Foodgrains,Coarse Cereals,463.8,264.2,1755,2012,"Financial Year (Apr - Mar), 2012"
Rajasthan,2013-14,Non Foodgrains,Oilseeds,6033.8,5274,1144,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2018-19,Non Foodgrains,Cotton (Lintt),6279,2660,401,2018,"Financial Year (Apr - Mar), 2018"
Rajasthan,2019-20,Foodgrains,Coarse Cereals,7333.3,6132.5,1196,2019,"Financial Year (Apr - Mar), 2019"
Manipur,2016-17,Vegetables,Vegetables,369.9,59.4,,2016,"Financial Year (Apr - Mar), 2016"
Odisha,2012-13,Foodgrains,Pulses,424.4,827.2,513,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2017-18,Non Foodgrains,Sugarcane,192.8,4.4,43510,2017,"Financial Year (Apr - Mar), 2017"
Manipur,2016-17,Foodgrains,Rice,430.4,244,1764,2016,"Financial Year (Apr - Mar), 2016"
Chhattisgarh,2014-15,Foodgrains,Wheat,135.3,97.5,1388,2014,"Financial Year (Apr - Mar), 2014"
Assam,2012-13,Foodgrains,Coarse Cereals,23.5,28.1,834,2012,"Financial Year (Apr - Mar), 2012"
Assam,2018-19,Foodgrains,Pulses,113.5,150.2,756,2018,"Financial Year (Apr - Mar), 2018"
Gujarat,2016-17,Fruits,Fruits,8937.4,411.2,,2016,"Financial Year (Apr - Mar), 2016"
Manipur,2013-14,Foodgrains,Wheat,5.6,2.3,2405,2013,"Financial Year (Apr - Mar), 2013"
Assam,2016-17,Non Foodgrains,Oilseeds,204.3,317.6,643,2016,"Financial Year (Apr - Mar), 2016"
West Bengal,2016-17,Fruits,Fruits,3585.3,253,,2016,"Financial Year (Apr - Mar), 2016"
Telangana,2014-15,Non Foodgrains,Sugarcane,3343,38,87974,2014,"Financial Year (Apr - Mar), 2014"
Uttarakhand,2015-16,Non Foodgrains,Oilseeds,35.6,32.4,1100,2015,"Financial Year (Apr - Mar), 2015"
Tripura,2018-19,Foodgrains,Coarse Cereals,24,17.5,1365,2018,"Financial Year (Apr - Mar), 2018"
Uttar Pradesh,2013-14,Foodgrains,Coarse Cereals,3803.2,2016,1887,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2012-13,Foodgrains,Rice,1541,701,2198,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2014-15,Non Foodgrains,Cotton (Lintt),686,187,624,2014,"Financial Year (Apr - Mar), 2014"
Mizoram,2012-13,Foodgrains,Wheat,,,2500,2012,"Financial Year (Apr - Mar), 2012"
Meghalaya,2016-17,Foodgrains,Wheat,0.9,0.5,1474,2016,"Financial Year (Apr - Mar), 2016"
Telangana,2018-19,Non Foodgrains,Raw Jute & Mesta,,,,2018,"Financial Year (Apr - Mar), 2018"
Arunachal Pradesh,2014-15,Fruits,Fruits,331.4,90,,2014,"Financial Year (Apr - Mar), 2014"
Odisha,2014-15,Foodgrains,Rice,8298.2,4166.3,1992,2014,"Financial Year (Apr - Mar), 2014"
Goa,2016-17,Foodgrains,Coarse Cereals,,,,2016,"Financial Year (Apr - Mar), 2016"
Madhya Pradesh,2013-14,Vegetables,Vegetables,13019.3,628.7,,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2019-20,Fruits,Fruits,9218.9,433.8,,2019,"Financial Year (Apr - Mar), 2019"
Tripura,2013-14,Foodgrains,Pulses,8.7,12.2,719,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2012-13,Non Foodgrains,Cotton (Lintt),500,128,664,2012,"Financial Year (Apr - Mar), 2012"
Telangana,2012-13,Non Foodgrains,Cotton (Lintt),5324.8,1811.5,500,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2014-15,Foodgrains,Pulses,493.9,575,859,2014,"Financial Year (Apr - Mar), 2014"
Andhra Pradesh,2017-18,Foodgrains,Rice,8166.2,2156,3788,2017,"Financial Year (Apr - Mar), 2017"
Bihar,2013-14,Vegetables,Vegetables,15097.8,809.8,,2013,"Financial Year (Apr - Mar), 2013"
Odisha,2018-19,Foodgrains,Pulses,412.1,718.2,574,2018,"Financial Year (Apr - Mar), 2018"
Jharkhand,2013-14,Foodgrains,Pulses,578.6,566.8,1021,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2015-16,Foodgrains,Coarse Cereals,3848.8,1848,2083,2015,"Financial Year (Apr - Mar), 2015"
Andhra Pradesh,2012-13,Non Foodgrains,Oilseeds,928.3,1439.5,645,2012,"Financial Year (Apr - Mar), 2012"
Gujarat,2018-19,Foodgrains,Pulses,681.3,662,1029,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2012-13,Vegetables,Vegetables,9464,688.1,,2012,"Financial Year (Apr - Mar), 2012"
Assam,2013-14,Non Foodgrains,Cotton (Lintt),,,,2013,"Financial Year (Apr - Mar), 2013"
Kerala,2018-19,Foodgrains,Coarse Cereals,0.6,0.6,1062,2018,"Financial Year (Apr - Mar), 2018"
Goa,2017-18,Non Foodgrains,Sugarcane,0,,,2017,"Financial Year (Apr - Mar), 2017"
Sikkim,2016-17,Non Foodgrains,Oilseeds,6.4,7,918,2016,"Financial Year (Apr - Mar), 2016"
Karnataka,2011-12,Foodgrains,Rice,3955,1416,5795,2011,"Financial Year (Apr - Mar), 2011"
Rajasthan,2017-18,Fruits,Fruits,762,57.2,,2017,"Financial Year (Apr - Mar), 2017"
Arunachal Pradesh,2017-18,Foodgrains,Pulses,13.5,13.2,1020,2017,"Financial Year (Apr - Mar), 2017"
Uttar Pradesh,2016-17,Vegetables,Vegetables,28192.6,1439.7,,2016,"Financial Year (Apr - Mar), 2016"
Goa,2013-14,Foodgrains,Rice,126.5,42.8,2954,2013,"Financial Year (Apr - Mar), 2013"
Karnataka,2013-14,Foodgrains,Wheat,210,209,1873,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2017-18,Non Foodgrains,Cotton (Lintt),1893,584,551,2017,"Financial Year (Apr - Mar), 2017"
Rajasthan,2016-17,Non Foodgrains,Oilseeds,6240.2,4619.6,1351,2016,"Financial Year (Apr - Mar), 2016"
Meghalaya,2019-20,Non Foodgrains,Raw Jute & Mesta,95,11.2,1532,2019,"Financial Year (Apr - Mar), 2019"
Uttar Pradesh,2019-20,Non Foodgrains,Sugarcane,179539.1,2208,81313,2019,"Financial Year (Apr - Mar), 2019"
Jammu and Kashmir,2012-13,Foodgrains,Rice,818.1,261.7,3126,2012,"Financial Year (Apr - Mar), 2012"
Haryana,2018-19,Foodgrains,Rice,4516.1,1447,3121,2018,"Financial Year (Apr - Mar), 2018"
Manipur,2013-14,Fruits,Fruits,515.7,54.1,,2013,"Financial Year (Apr - Mar), 2013"
Jammu and Kashmir,2012-13,Non Foodgrains,Oilseeds,51.1,64.8,789,2012,"Financial Year (Apr - Mar), 2012"
Jammu and Kashmir,2016-17,Non Foodgrains,Oilseeds,28.6,54.7,523,2016,"Financial Year (Apr - Mar), 2016"
Andhra Pradesh,2016-17,Vegetables,Vegetables,8026.4,221.4,,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2011-12,Foodgrains,Rice,7162.6,3323.9,2155,2011,"Financial Year (Apr - Mar), 2011"
Punjab,2015-16,Foodgrains,Coarse Cereals,457.3,124,3688,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2016-17,Foodgrains,Pulses,461.7,493.1,936,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Sikkim,2011-12,Foodgrains,Wheat,2.7,2.5,1060,2011,"Financial Year (Apr - Mar), 2011"
Meghalaya,2016-17,Foodgrains,Pulses,11.8,8.2,1446,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2015-16,Foodgrains,Rice,6802.2,3232.3,2104,2015,"Financial Year (Apr - Mar), 2015"
Punjab,2014-15,Non Foodgrains,Sugarcane,7039,94,74883,2014,"Financial Year (Apr - Mar), 2014"
Mizoram,2017-18,Foodgrains,Pulses,5.1,3.3,1544,2017,"Financial Year (Apr - Mar), 2017"
Haryana,2017-18,Foodgrains,Rice,4523.4,1422,3181,2017,"Financial Year (Apr - Mar), 2017"
Manipur,2014-15,Foodgrains,Rice,334.1,224.5,1488,2014,"Financial Year (Apr - Mar), 2014"
Assam,2019-20,Non Foodgrains,Sugarcane,1218.1,29.7,41010,2019,"Financial Year (Apr - Mar), 2019"
Haryana,2013-14,Fruits,Fruits,554.9,50.6,,2013,"Financial Year (Apr - Mar), 2013"
Jammu and Kashmir,2015-16,Foodgrains,Pulses,9.3,14.8,631,2015,"Financial Year (Apr - Mar), 2015"
Haryana,2011-12,Non Foodgrains,Oilseeds,771,553,1394,2011,"Financial Year (Apr - Mar), 2011"
Punjab,2014-15,Foodgrains,Rice,11107,2894,3838,2014,"Financial Year (Apr - Mar), 2014"
Jharkhand,2018-19,Foodgrains,Coarse Cereals,468,277.3,1688,2018,"Financial Year (Apr - Mar), 2018"
Manipur,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Assam,2016-17,Foodgrains,Coarse Cereals,94.1,36.1,2609,2016,"Financial Year (Apr - Mar), 2016"
Andhra Pradesh,2011-12,Foodgrains,Rice,7746.2,2346,3302,2011,"Financial Year (Apr - Mar), 2011"
Jharkhand,2018-19,Foodgrains,Wheat,302.6,163.8,4925,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2018-19,Non Foodgrains,Raw Jute & Mesta,7770.2,529,2644,2018,"Financial Year (Apr - Mar), 2018"
Meghalaya,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2012-13,Non Foodgrains,Sugarcane,2641.9,59.5,44401,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2019-20,Foodgrains,Pulses,46.8,40.3,1161,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2018-19,Vegetables,Vegetables,16699.8,872.6,,2018,"Financial Year (Apr - Mar), 2018"
Karnataka,2015-16,Foodgrains,Rice,3021,1110,2722,2015,"Financial Year (Apr - Mar), 2015"
Telangana,2011-12,Non Foodgrains,Cotton (Lintt),3532.6,1446.3,415,2011,"Financial Year (Apr - Mar), 2011"
Uttar Pradesh,2012-13,Non Foodgrains,Sugarcane,132427.7,2212,59868,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2019-20,Foodgrains,Rice,363.3,217,1675,2019,"Financial Year (Apr - Mar), 2019"
Odisha,2013-14,Foodgrains,Rice,7613.4,4180.2,1821,2013,"Financial Year (Apr - Mar), 2013"
Sikkim,2017-18,Non Foodgrains,Oilseeds,5.8,6.3,924,2017,"Financial Year (Apr - Mar), 2017"
Nagaland,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
West Bengal,2015-16,Non Foodgrains,Sugarcane,2075,17.4,119232,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,2018-19,Non Foodgrains,Oilseeds,4885,4457.5,1096,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2014-15,Vegetables,Vegetables,26354.6,1387.2,,2014,"Financial Year (Apr - Mar), 2014"
Manipur,2016-17,Non Foodgrains,Oilseeds,32.3,37.6,858,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2017-18,Foodgrains,Coarse Cereals,4016.8,1971,2038,2017,"Financial Year (Apr - Mar), 2017"
Assam,2016-17,Foodgrains,Pulses,107.5,146.4,735,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2014-15,Fruits,Fruits,898.1,94.1,,2014,"Financial Year (Apr - Mar), 2014"
Uttarakhand,2017-18,Foodgrains,Pulses,54.2,62,874,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2017-18,Foodgrains,Rice,2730.8,1451,1882,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2015-16,Foodgrains,Coarse Cereals,44,21,2099,2015,"Financial Year (Apr - Mar), 2015"
Goa,2016-17,Foodgrains,Pulses,5.9,5.9,1004,2016,"Financial Year (Apr - Mar), 2016"
Mizoram,2019-20,Vegetables,Vegetables,200.4,34.7,,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2014-15,Foodgrains,Coarse Cereals,147.5,79.3,1860,2014,"Financial Year (Apr - Mar), 2014"
Madhya Pradesh,2014-15,Foodgrains,Coarse Cereals,3129.5,1794,1744,2014,"Financial Year (Apr - Mar), 2014"
Uttar Pradesh,2014-15,Vegetables,Vegetables,26120.2,1163.6,,2014,"Financial Year (Apr - Mar), 2014"
Kerala,2013-14,Foodgrains,Coarse Cereals,0.3,0.3,1040,2013,"Financial Year (Apr - Mar), 2013"
Bihar,2019-20,Foodgrains,Rice,6298,2886.4,2182,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2013-14,Foodgrains,Rice,5349.8,1725.7,3100,2013,"Financial Year (Apr - Mar), 2013"
Delhi,2014-15,Non Foodgrains,Oilseeds,,,,2014,"Financial Year (Apr - Mar), 2014"
Madhya Pradesh,2014-15,Foodgrains,Pulses,4828.3,5511.2,876,2014,"Financial Year (Apr - Mar), 2014"
Kerala,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2019-20,Non Foodgrains,Raw Jute & Mesta,,,,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2019-20,Foodgrains,Coarse Cereals,0.7,0.7,1016,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2018-19,Non Foodgrains,Oilseeds,0.4,0.6,697,2018,"Financial Year (Apr - Mar), 2018"
Jammu and Kashmir,2018-19,Foodgrains,Rice,615.8,262,2350,2018,"Financial Year (Apr - Mar), 2018"
