ROWID,Country,State lgd code,State,YearCode,Year,Type of production of crops,Crop type,Crop production,Area,Estimate of yield
624,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Vegetables,Vegetables,3410.3,178.4,
625,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Coarse Cereals,527.1,159,3315
626,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Pulses,18,20.3,887
627,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Rice,11236,2802,4010
628,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Wheat,15169,3522,4307
629,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Fruits,Fruits,1365.1,67.6,
630,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Cotton (Lintt),2006,511,667
631,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Oilseeds,83.4,61.6,1354
632,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Sugarcane,3700,60,61667
633,India,3,Punjab,2009,"Financial Year (Apr - Mar), 2009",Vegetables,Vegetables,3522.5,183.3,
634,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Coarse Cereals,538,148,3635
635,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Pulses,19.3,21.2,910
636,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Rice,10837,2831,3828
637,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Wheat,16472,3510,4693
638,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Fruits,Fruits,1373.2,69.8,
639,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Cotton (Lintt),2100,530,674
640,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Oilseeds,71.5,53.5,1336
641,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Sugarcane,4170,70,59571
642,India,3,Punjab,2010,"Financial Year (Apr - Mar), 2010",Vegetables,Vegetables,3585.8,174.1,
643,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Coarse Cereals,552,141,3915
644,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Pulses,15,19,789
645,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Rice,10542,2818,3741
646,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Wheat,17280.1,3528,4898
647,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Fruits,Fruits,1419.9,71.5,
648,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Cotton (Lintt),2300,560,698
649,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Oilseeds,68,50,1360
650,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Sugarcane,5653,80,70663
651,India,3,Punjab,2011,"Financial Year (Apr - Mar), 2011",Vegetables,Vegetables,3674.5,178.2,
652,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Coarse Cereals,525,145,3621
653,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Pulses,53,64.4,823
654,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Rice,11374,2845,3998
655,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Wheat,16591,3512,4724
656,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Fruits,Fruits,1502.5,74.9,
657,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Cotton (Lintt),2000,480,708
658,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Oilseeds,69.4,51.4,1350
659,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Sugarcane,5919,83,71313
660,India,3,Punjab,2012,"Financial Year (Apr - Mar), 2012",Vegetables,Vegetables,3782.6,184.1,
661,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Coarse Cereals,553.8,142.8,3878
662,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Pulses,39.6,45.4,872
663,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Rice,11267,2851,3952
664,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Wheat,17620,3512,5017
665,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Fruits,Fruits,1541.2,76.6,
666,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Cotton (Lintt),1968,446,750
667,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Oilseeds,64.2,48.1,1335
668,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Sugarcane,6675,89,75000
669,India,3,Punjab,2013,"Financial Year (Apr - Mar), 2013",Vegetables,Vegetables,3936.2,191,
670,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Coarse Cereals,499.4,137,3645
671,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Pulses,41.6,49.2,846
672,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Rice,11107,2894,3838
673,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Wheat,15050,3505,4294
674,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Fruits,Fruits,1644.6,77.8,
675,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Cotton (Lintt),1600,420,648
676,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Oilseeds,57.7,45.6,1265
677,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Sugarcane,7039,94,74883
678,India,3,Punjab,2014,"Financial Year (Apr - Mar), 2014",Vegetables,Vegetables,4167.7,208,
679,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Coarse Cereals,457.3,124,3688
680,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Pulses,43.5,45.1,965
681,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Rice,11823,2975,3974
682,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Wheat,16077,3508,4583
683,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Fruits,Fruits,1790.9,85.5,
684,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Cotton (Lintt),750,339,376
685,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Oilseeds,56.8,43.1,1318
686,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Sugarcane,6607,90,73411
687,India,3,Punjab,2015,"Financial Year (Apr - Mar), 2015",Vegetables,Vegetables,4301.6,213.9,
688,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Coarse Cereals,477.2,125.5,3802
689,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Pulses,33,37.2,887
690,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Rice,11586.2,2898,3998
691,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Wheat,16440.5,3495,4704
692,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Fruits,Fruits,1818.2,86.7,
693,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Cotton (Lintt),1031,285,615
694,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Oilseeds,57.8,41.7,1386
695,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Sugarcane,7152,88,81273
696,India,3,Punjab,2016,"Financial Year (Apr - Mar), 2016",Vegetables,Vegetables,4564.9,232.4,
697,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Coarse Cereals,453.2,122.7,3693
698,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Pulses,26.5,30.2,876
699,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Rice,13381.8,3065,4366
700,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Wheat,17830.4,3512,5077
701,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Fruits,Fruits,1908.9,90.6,
702,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Cotton (Lintt),1283,291,750
703,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Oilseeds,59.5,40.1,1482
704,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Sugarcane,8023.7,96,83580
705,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",Vegetables,Vegetables,4919.7,244.4,
706,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Coarse Cereals,421.3,116.9,3604
707,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Pulses,27.7,29.5,938
708,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Rice,12821.6,3103,4132
709,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Wheat,18261.8,3520,5188
710,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Fruits,Fruits,2001.7,94.8,
711,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Cotton (Lintt),1222,268,775
712,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Oilseeds,59.5,39.7,1499
713,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Sugarcane,7773.7,95,81828
714,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",Vegetables,Vegetables,5207.4,249.3,
715,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Coarse Cereals,433.3,121.3,3572
716,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Pulses,29.2,33.5,871
717,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Rice,11779.3,2920,4034
718,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Wheat,17615.6,3521,5003
719,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Fruits,Fruits,2087.3,98.7,
720,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Cotton (Lintt),1206,248,827
721,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Oilseeds,58.4,39.7,1472
722,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Sugarcane,7302,91,80242
723,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",Vegetables,Vegetables,5559.3,273.3,
724,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Coarse Cereals,,,
725,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Pulses,,,
726,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Rice,,,
727,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Wheat,,,
728,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Oilseeds,,,
729,India,5,Uttarakhand,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Sugarcane,,,
730,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Coarse Cereals,,,
731,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Pulses,,,
732,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Rice,,,
733,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Wheat,,,
734,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Oilseeds,,,
735,India,5,Uttarakhand,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Sugarcane,,,
736,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Coarse Cereals,,,
737,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Pulses,,,
738,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Rice,,,
739,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Wheat,,,
740,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Oilseeds,,,
741,India,5,Uttarakhand,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Sugarcane,,,
742,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Coarse Cereals,,,
743,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Pulses,,,
744,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Rice,,,
745,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Wheat,,,
746,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Oilseeds,,,
747,India,5,Uttarakhand,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Sugarcane,,,
748,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Coarse Cereals,,,
749,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Pulses,,,
750,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Rice,,,
751,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Wheat,,,
752,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Oilseeds,,,
753,India,5,Uttarakhand,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Sugarcane,,,
754,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Coarse Cereals,,,
755,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Pulses,,,
756,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Rice,,,
757,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Wheat,,,
758,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Oilseeds,,,
759,India,5,Uttarakhand,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Sugarcane,,,
760,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Coarse Cereals,,,
761,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Pulses,,,
762,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Rice,,,
763,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Wheat,,,
764,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Oilseeds,,,
765,India,5,Uttarakhand,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Sugarcane,,,
766,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Coarse Cereals,,,
767,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Pulses,,,
768,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Rice,,,
769,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Wheat,,,
770,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Oilseeds,,,
771,India,5,Uttarakhand,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Sugarcane,,,
772,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Coarse Cereals,,,
773,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Pulses,,,
774,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Rice,,,
775,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Wheat,,,
776,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Oilseeds,,,
777,India,5,Uttarakhand,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Sugarcane,,,
778,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Coarse Cereals,368.5,288.1,1279
779,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Pulses,21.8,28.5,765
780,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Rice,621.5,,
781,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Wheat,714.6,379,1885
782,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Oilseeds,14.5,22,659
783,India,5,Uttarakhand,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Sugarcane,7349.2,122.5,59993
784,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Coarse Cereals,339.3,271.3,1251
785,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Pulses,19,29.9,635
786,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Rice,614.4,,
787,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Wheat,734.8,380.2,1933
788,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Fruits,Fruits,376.1,197.5,
789,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Oilseeds,17.7,24.8,714
790,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Sugarcane,7555.3,125.9,60010
791,India,5,Uttarakhand,2001,"Financial Year (Apr - Mar), 2001",Vegetables,Vegetables,737.3,93.8,
792,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Coarse Cereals,297,293,1014
793,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Pulses,29.1,46.6,624
794,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Rice,483,,
795,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Wheat,750,411,1825
796,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Fruits,Fruits,458.1,55.6,
797,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Oilseeds,23,32,719
798,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Sugarcane,7331.7,134.4,54551
799,India,5,Uttarakhand,2002,"Financial Year (Apr - Mar), 2002",Vegetables,Vegetables,507.5,70.6,
800,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Coarse Cereals,381,299,1274
801,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Pulses,29,42,690
802,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Rice,569,293,1942
803,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Wheat,745,397,1877
804,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Fruits,Fruits,644.6,79,
805,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Oilseeds,34,37,919
806,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Sugarcane,7651,128,59773
807,India,5,Uttarakhand,2003,"Financial Year (Apr - Mar), 2003",Vegetables,Vegetables,447.3,41,
808,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Coarse Cereals,358,293,1222
809,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Pulses,28,45,622
810,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Rice,572,306,1869
811,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Wheat,803,394,2038
812,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Fruits,Fruits,788.7,201.3,
813,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Oilseeds,38,41,927
814,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Sugarcane,6441,107,60196
815,India,5,Uttarakhand,2004,"Financial Year (Apr - Mar), 2004",Vegetables,Vegetables,951.8,72.8,
816,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Coarse Cereals,323,272,1188
817,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Pulses,36,61,590
818,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Rice,590,302,1954
819,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Wheat,645,395,1633
820,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Fruits,Fruits,676.1,163.1,
821,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Oilseeds,30,35,857
822,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Sugarcane,6134,101,60733
823,India,5,Uttarakhand,2005,"Financial Year (Apr - Mar), 2005",Vegetables,Vegetables,911.7,72.9,
824,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Coarse Cereals,344,261,1318
825,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Pulses,34,53,642
826,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Rice,556,281,1979
827,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Wheat,801,391,2049
828,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Fruits,Fruits,695.9,167.8,
829,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Oilseeds,21,28,750
830,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Sugarcane,6100,121,50413
831,India,5,Uttarakhand,2006,"Financial Year (Apr - Mar), 2006",Vegetables,Vegetables,995.5,77.1,
832,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Coarse Cereals,339,257,1319
833,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Pulses,50,63,794
834,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Rice,593,289,2052
835,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Wheat,814,397,2050
836,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Fruits,Fruits,717.8,171.3,
837,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Oilseeds,29,30,967
838,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Sugarcane,7686,124,61984
839,India,5,Uttarakhand,2007,"Financial Year (Apr - Mar), 2007",Vegetables,Vegetables,1036.2,80.5,
840,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Coarse Cereals,347,271,1280
841,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Pulses,39,64,609
842,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Rice,582,296,1966
843,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Wheat,797,398,2003
844,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Fruits,Fruits,725.3,171.7,
845,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Oilseeds,26,26,1000
846,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Sugarcane,5590,107,52243
847,India,5,Uttarakhand,2008,"Financial Year (Apr - Mar), 2008",Vegetables,Vegetables,1077.6,81.8,
848,India,5,Uttarakhand,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Coarse Cereals,297,256,1160
849,India,5,Uttarakhand,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Pulses,46,64,719
850,India,5,Uttarakhand,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Rice,608,294,2068
851,India,5,Uttarakhand,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Wheat,845,395,2139
852,India,5,Uttarakhand,2009,"Financial Year (Apr - Mar), 2009",Fruits,Fruits,723.6,193.8,
